SPECIESID,SpecCode,Genus,Species,FBname,Kingdom,Phylum,Class,Order,Family,,
Fis-33142,9030,Diaphus,subtilis,,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-33148,9040,Cetostoma,regani,Pink flabby whalefish,Animalia,Chordata,Actinopterygii,Cetomimiformes,Cetomimidae,,
Fis-27269,9042,Ditropichthys,storeri,,Animalia,Chordata,Actinopterygii,Cetomimiformes,Cetomimidae,,
Fis-27270,9043,Eutaeniophorus,festivus,Festive ribbonfish,Animalia,Chordata,Actinopterygii,Cetomimiformes,Cetomimidae,,
Fis-131546,9046,Acanthochaenus,luetkenii,Pricklefish,Animalia,Chordata,Actinopterygii,Stephanoberyciformes,Stephanoberycidae,,
Fis-33155,9054,Melamphaes,longivelis,Eyebrow bigscale,Animalia,Chordata,Actinopterygii,Stephanoberyciformes,Melamphaidae,,
Fis-33156,9055,Melamphaes,pumilus,,Animalia,Chordata,Actinopterygii,Stephanoberyciformes,Melamphaidae,,
Fis-27275,9056,Diretmoides,pauciradiatus,Longwing spinyfin,Animalia,Chordata,Actinopterygii,Beryciformes,Diretmidae,,
Fis-27276,9057,Diretmichthys,parini,Parin's spinyfish,Animalia,Chordata,Actinopterygii,Beryciformes,Diretmidae,,
Fis-33162,9070,Serrivomer,schmidti,,Animalia,Chordata,Actinopterygii,Anguilliformes,Serrivomeridae,,
Fis-27299,9100,Nessorhamphus,ingolfianus,Duckbill oceanic eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Derichthyidae,,
Fis-33178,9103,Ilyophis,brunneus,Muddy arrowtooth eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Synaphobranchidae,,
Fis-33179,9104,Synaphobranchus,kaupii,Kaup's arrowtooth eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Synaphobranchidae,,
Fis-27301,9105,Avocettina,acuticeps,Southern snipe eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Nemichthyidae,,
Fis-27302,9107,Nemichthys,curvirostris,Boxer snipe eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Nemichthyidae,,
Fis-33181,9108,Cyema,atrum,Bobtail eel,Animalia,Chordata,Actinopterygii,Saccopharyngiformes,Cyematidae,,
Fis-33188,9116,Xenophthalmichthys,danae,,Animalia,Chordata,Actinopterygii,Osmeriformes,Microstomatidae,,
Fis-139718,9118,Bathylagichthys,greyae,Grey's deepsea smelt,Animalia,Chordata,Actinopterygii,Osmeriformes,Bathylagidae,,
Fis-164211,9120,Dolichopteroides,binocularis,,Animalia,Chordata,Actinopterygii,Osmeriformes,Opisthoproctidae,Medium,
Fis-33193,9122,Opisthoproctus,grimaldii,Mirrorbelly,Animalia,Chordata,Actinopterygii,Osmeriformes,Opisthoproctidae,,
Fis-27305,9123,Rhynchohyalus,natalensis,Glasshead barreleye,Animalia,Chordata,Actinopterygii,Osmeriformes,Opisthoproctidae,,
Fis-33194,9124,Winteria,telescopa,Binocular fish,Animalia,Chordata,Actinopterygii,Osmeriformes,Opisthoproctidae,,
Fis-33198,9129,Bathymicrops,regis,,Animalia,Chordata,Actinopterygii,Aulopiformes,Ipnopidae,,
Fis-33203,9134,Grammicolepis,brachiusculus,Thorny tinselfish,Animalia,Chordata,Actinopterygii,Zeiformes,Grammicolepididae,,
Fis-33206,9139,Bathypterois,longipes,Abyssal spiderfish,Animalia,Chordata,Actinopterygii,Aulopiformes,Ipnopidae,,
Fis-27309,9144,Allocyttus,verrucosus,Warty dory,Animalia,Chordata,Actinopterygii,Zeiformes,Oreosomatidae,,
Fis-33212,9146,Neocyttus,rhomboidalis,Spiky oreo,Animalia,Chordata,Actinopterygii,Zeiformes,Oreosomatidae,,
Fis-33219,9155,Ahliesaurus,berryi,,Animalia,Chordata,Actinopterygii,Aulopiformes,Notosudidae,,
Fis-33221,9157,Luciosudis,normani,Paperbones,Animalia,Chordata,Actinopterygii,Aulopiformes,Notosudidae,,
Fis-139727,9168,Dolicholagus,longirostris,Longsnout blacksmelt,Animalia,Chordata,Actinopterygii,Osmeriformes,Bathylagidae,,
Fis-33234,9174,Asquamiceps,caeruleus,,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae,,
Fis-27531,9888,Cubiceps,capensis,Cape fathead,Animalia,Chordata,Actinopterygii,Perciformes,Nomeidae,,
Fis-33734,9965,Bonapartia,pedaliota,Longray fangjaw,Animalia,Chordata,Actinopterygii,Stomiiformes,Gonostomatidae,High,
Fis-52356,9968,Cyclothone,alba,Bristlemouth,Animalia,Chordata,Actinopterygii,Stomiiformes,Gonostomatidae,High,
Fis-33740,9983,Cyclothone,obscura,Hidden bristlemouth,Animalia,Chordata,Actinopterygii,Stomiiformes,Gonostomatidae,,
Fis-33786,10151,Maulisia,mauli,Maul's searsid,Animalia,Chordata,Actinopterygii,Osmeriformes,Platytroctidae,,
Fis-27692,10154,Neonesthes,capensis,Cape snaggletooth,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-14391,10156,Manducus,maderensis,,Animalia,Chordata,Actinopterygii,Stomiiformes,Gonostomatidae,,
Fis-33790,10157,Malacosteus,niger,Stoplight loosejaw,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-33791,10158,Leptostomias,gracilis,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-33793,10161,Melanostomias,biseriatus,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-33794,10162,Melanostomias,macrophotus,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-27695,10163,Photonectes,braueri,Brauer's dragonfish,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-27696,10164,Phosichthys,argenteus,Silver lightfish,Animalia,Chordata,Actinopterygii,Stomiiformes,Phosichthyidae,,
Fis-33797,10167,Stomias,affinis,Günther's boafish,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-27697,10169,Lestrolepis,intermedia,,Animalia,Chordata,Actinopterygii,Aulopiformes,Paralepididae,,
Fis-33799,10170,Lestidium,atlanticum,Atlantic barracudina,Animalia,Chordata,Actinopterygii,Aulopiformes,Paralepididae,,
Fis-27700,10174,Diaphus,splendidus,Horned lanternfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-33801,10175,Diaphus,taaningi,Slopewater lanternfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-33802,10176,Neoscopelus,microchir,Shortfin neoscopelid,Animalia,Chordata,Actinopterygii,Myctophiformes,Neoscopelidae,,
Fis-33803,10177,Odontomacrurus,murrayi,Roundhead grenadier,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,,
Fis-33804,10180,Diceratias,pileatus,,Animalia,Chordata,Actinopterygii,Lophiiformes,Diceratiidae,,
Fis-148858,10181,Bufoceratias,wedli,,Animalia,Chordata,Actinopterygii,Lophiiformes,Diceratiidae,,
Fis-33810,10192,Chiasmodon,niger,Black swallower,Animalia,Chordata,Actinopterygii,Perciformes,Chiasmodontidae,,
Fis-33812,10197,Cubiceps,baxteri,Black fathead,Animalia,Chordata,Actinopterygii,Perciformes,Nomeidae,,
Fis-27715,10207,Masturus,lanceolatus,Sharptail mola,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Molidae,,
Fis-33819,10211,Astronesthes,indicus,Black snaggletooth,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-33821,10214,Echiostoma,barbatum,Threadfin dragonfish,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-33830,10237,Woodsia,meyerwaardeni,Austral lightfish,Animalia,Chordata,Actinopterygii,Stomiiformes,Phosichthyidae,,
Fis-27728,10238,Benthosema,pterotum,Skinnycheek lanternfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-27737,10259,Pollichthys,mauli,Stareye lightfish,Animalia,Chordata,Actinopterygii,Stomiiformes,Phosichthyidae,,
Fis-33843,10261,Stomias,nebulosus,Alcock's boafish,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-27739,10264,Diaphus,effulgens,Headlight fish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-33845,10265,Diaphus,garmani,Garman's lanternfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-27740,10266,Diaphus,lucidus,Spotlight lanternfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-33846,10267,Diaphus,signatus,,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-139575,10269,Nannobrachium,lineatum,,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-27741,10272,Stemonosudis,elegans,Tailspot barracudina,Animalia,Chordata,Actinopterygii,Aulopiformes,Paralepididae,,
Fis-53495,10284,Scopelogadus,mizolepis,Ragged bigscale,Animalia,Chordata,Actinopterygii,Stephanoberyciformes,Melamphaidae,,
Fis-33860,10299,Psenes,arafurensis,Banded driftfish,Animalia,Chordata,Actinopterygii,Perciformes,Nomeidae,,
Fis-27752,10300,Atrophacanthus,japonicus,,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Triacanthodidae,,
Fis-27767,10324,Astronesthes,chrysophekadion,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-27768,10325,Astronesthes,cyaneus,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-33868,10326,Eustomias,bifilis,Twinthread dragonfish,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-27769,10327,Photonectes,albipennis,Whitepen dragonfish,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-27770,10329,Diaphus,coeruleus,Blue lantern fish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-144483,10333,Manducus,greyae,,Animalia,Chordata,Actinopterygii,Stomiiformes,Gonostomatidae,,
Fis-115746,10357,Champsodon,nudivittis,,Animalia,Chordata,Actinopterygii,Perciformes,Champsodontidae,,
Fis-33913,10407,Astronesthes,splendidus,Splendid snaggletooth,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-33925,10420,Diaphus,suborbitalis,,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-33933,10432,Stemonosudis,rothschildi,Rothschild's barracudina,Animalia,Chordata,Actinopterygii,Aulopiformes,Paralepididae,,
Fis-33943,10446,Malakichthys,elegans,Splendid seabass,Animalia,Chordata,Actinopterygii,Perciformes,Acropomatidae,,
Fis-33986,10502,Champsodon,longipinnis,,Animalia,Chordata,Actinopterygii,Perciformes,Champsodontidae,,
Fis-34027,10564,Bathylaco,nigricans,Black warrior,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae,,
Fis-27875,10641,Aulotrachichthys,latus,Philippine luminous roughy,Animalia,Chordata,Actinopterygii,Beryciformes,Trachichthyidae,,
Fis-27893,10699,Myctophum,brachygnathum,Short-jawed lanternfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-34147,10764,Bathytroctes,microlepis,Smallscale smooth-head,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae,,
Fis-126092,10789,Conocara,macropterum,Longfin smooth-head,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae,,
Fis-27984,10888,Herwigia,kreffti,Krefft's smooth-head,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae,,
Fis-34201,10906,Mirognathus,normani,Norman's smooth-head,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae,,
Fis-34206,10921,Photostylus,pycnopterus,Starry smooth-head,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae,,
Fis-34410,11229,Rouleina,maderensis,Madeiran smooth-head,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae,,
Fis-28109,11300,Barbantus,curvifrons,Palebelly searsid,Animalia,Chordata,Actinopterygii,Osmeriformes,Platytroctidae,,
Fis-34480,11312,Holtbyrnia,anomala,Bighead searsid,Animalia,Chordata,Actinopterygii,Osmeriformes,Platytroctidae,,
Fis-28112,11316,Holtbyrnia,innesi,Teardrop tubeshoulder,Animalia,Chordata,Actinopterygii,Osmeriformes,Platytroctidae,Medium,
Fis-34595,11434,Maulisia,argipalla,Palegold searsid,Animalia,Chordata,Actinopterygii,Osmeriformes,Platytroctidae,Medium,
Fis-34615,11456,Platytroctes,apus,Legless searsid,Animalia,Chordata,Actinopterygii,Osmeriformes,Platytroctidae,,
Fis-34639,11483,Serrivomer,sector,Sawtooth eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Serrivomeridae,,
Fis-34692,11549,Argyropelecus,lychnus,Tropical hatchetfish,Animalia,Chordata,Actinopterygii,Stomiiformes,Sternoptychidae,,
Fis-34702,11568,Bathophilus,flemingi,Highfin dragonfish,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-34710,11585,Idiacanthus,antrostomus,Pacific blackdragon,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-162325,11659,Sigmops,bathyphilus,Spark anglemouth,Animalia,Chordata,Actinopterygii,Stomiiformes,Gonostomatidae,,
Fis-34762,11674,Margrethia,obtusirostra,Bighead portholefish,Animalia,Chordata,Actinopterygii,Stomiiformes,Gonostomatidae,,
Fis-28170,11686,Valenciennellus,tripunctulatus,Constellationfish,Animalia,Chordata,Actinopterygii,Stomiiformes,Sternoptychidae,,
Fis-34769,11687,Physiculus,roseus,Rosy cod,Animalia,Chordata,Actinopterygii,Gadiformes,Moridae,,
Fis-34776,11696,Astronesthes,gemmifer,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-34778,11698,Astronesthes,micropogon,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-34782,11706,Heterophotus,ophistoma,Wingfin snaggletooth,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-28178,11710,Rhadinesthes,decimus,Slender snaggletooth,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-34786,11714,Chauliodus,minimus,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-34790,11721,Bathophilus,brevis,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-28184,11722,Bathophilus,digitatus,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-28185,11724,Bathophilus,longipinnis,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-34792,11726,Bathophilus,pawneei,Pawnee dragonfish,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-28188,11729,Bathophilus,vaillanti,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-34796,11733,Chirostomias,pliopterus,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-34798,11736,Eustomias,achirus,Proud dragonfish,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-34804,11743,Eustomias,dendriticus,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-34805,11744,Eustomias,enbarbatus,Barbate dragonfish,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-28191,11745,Eustomias,filifer,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-34806,11746,Eustomias,fissibarbis,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,High,
Fis-34809,11749,Eustomias,lipochirus,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-34810,11750,Eustomias,longibarba,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-34812,11752,Eustomias,macrurus,Yellowstem dragonfish,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-34817,11757,Eustomias,schmidti,Schmidt's dragonfish,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-34818,11758,Eustomias,simplex,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-34821,11761,Eustomias,tetranema,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-28192,11763,Flagellostomias,boureei,Longbarb dragonfish,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-34823,11766,Grammatostomias,circularis,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-34824,11768,Grammatostomias,flagellibarba,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-28196,11769,Leptostomias,gladiator,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-34825,11770,Leptostomias,haplocaulus,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-34826,11771,Leptostomias,longibarba,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-34827,11772,Melanostomias,bartonbeani,Scaleless black dragonfish,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-34829,11777,Melanostomias,niger,Fangtooth dragonfish,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-34830,11778,Melanostomias,melanops,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-34831,11780,Howella,brodiei,Pelagic basslet,Animalia,Chordata,Actinopterygii,Perciformes,Howellidae,,
Fis-34832,11781,Melanostomias,paucilaternatus,Spothead dragonfish,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-28200,11782,Melanostomias,tentaculatus,Tentacle dragonfish,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-28201,11784,Pachystomias,microdon,Smalltooth dragonfish,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-34834,11786,Photonectes,caerulescens,Bulbless dragonfish,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-34837,11789,Photonectes,leucospilus,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-28203,11790,Photonectes,margarita,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,Medium,
Fis-34838,11791,Photonectes,mirabilis,Blueband dragonfish,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-34840,11796,Photonectes,parvimanus,Fleshyfin dragonfish,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-34846,11803,Aristostomias,grimaldii,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-34847,11806,Aristostomias,polydactylus,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,High,
Fis-34848,11809,Aristostomias,tittmanni,Loosejaw,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-34849,11810,Aristostomias,xenostoma,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-34854,11828,Idiacanthus,fasciola,Ribbon sawtail fish,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,Medium,
Fis-28238,11875,Bolinichthys,indicus,Lanternfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-28239,11876,Bolinichthys,photothorax,Spurcheek lanternfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-28240,11879,Centrobranchus,nigroocellatus,Roundnose lanternfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,High,
Fis-34887,11880,Diaphus,bertelseni,Bertelsen's lanternfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-34924,11947,Malakichthys,griseus,,Animalia,Chordata,Actinopterygii,Perciformes,Acropomatidae,,
Fis-34960,12018,Anoplogaster,brachycera,Shorthorn fangtooth,Animalia,Chordata,Actinopterygii,Beryciformes,Anoplogastridae,,
Fis-28432,12275,Pteraclis,velifera,Spotted fanfish,Animalia,Chordata,Actinopterygii,Perciformes,Bramidae,,
Fis-28436,12279,Pterycombus,petersii,Prickly fanfish,Animalia,Chordata,Actinopterygii,Perciformes,Bramidae,,
Fis-28451,12302,Decapterus,muroadsi,Amberstripe scad,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae,,
Fis-35155,12413,Diaphus,mollis,Soft lanternfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-48224,12415,Lestidiops,jayakari,Pacific barracudina,Animalia,Chordata,Actinopterygii,Aulopiformes,Paralepididae,,
Fis-143777,12541,Pseudobathylagus,milleri,Stout blacksmelt,Animalia,Chordata,Actinopterygii,Osmeriformes,Bathylagidae,,
Fis-147731,12542,Lipolagus,ochotensis,Eared blacksmelt,Animalia,Chordata,Actinopterygii,Osmeriformes,Bathylagidae,,
Fis-35242,12544,Melamphaes,acanthomus,Slender bigscale,Animalia,Chordata,Actinopterygii,Stephanoberyciformes,Melamphaidae,,
Fis-35442,12996,Polymixia,japonica,Silver eye,Animalia,Chordata,Actinopterygii,Polymixiiformes,Polymixiidae,,
Fis-35609,13690,Cypselurus,angusticeps,Narrowhead flyingfish,Animalia,Chordata,Actinopterygii,Beloniformes,Exocoetidae,,
Fis-28955,13715,Hirundichthys,albimaculatus,Whitespot flyingfish,Animalia,Chordata,Actinopterygii,Beloniformes,Exocoetidae,,
Fis-35659,13853,Mesobius,berryi,Berry's grenadier,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,,
Fis-21960,14241,Trachipterus,jacksonensis,Blackflash ribbonfish,Animalia,Chordata,Actinopterygii,Lampriformes,Trachipteridae,,
Fis-123736,14290,Thunnus,orientalis,Pacific bluefin tuna,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,,
Fis-47542,15554,Astronesthes,fedorovi,,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-47773,15693,Hoplostethus,melanopterus,Blackfin roughy,Animalia,Chordata,Actinopterygii,Beryciformes,Trachichthyidae,,
Fis-47774,15696,Hoplostethus,mento,Slimy head,Animalia,Chordata,Actinopterygii,Beryciformes,Trachichthyidae,,
Fis-47804,15708,Diretmoides,veriginae,,Animalia,Chordata,Actinopterygii,Beryciformes,Diretmidae,,
Fis-47814,15709,Poromitra,oscitans,Yawning,Animalia,Chordata,Actinopterygii,Stephanoberyciformes,Melamphaidae,,
Fis-48116,15803,Avocettina,paucipora,,Animalia,Chordata,Actinopterygii,Anguilliformes,Nemichthyidae,,
Fis-48141,15811,Narcetes,lloydi,Lloyd's slickhead,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae,,
Fis-48153,15819,Astronesthes,boulengeri,Boulenger's snaggletooth,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,,
Fis-48156,15820,Lampanyctus,photonotus,,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Medium,
Fis-48518,15974,Bolinichthys,pyrsobolus,Fiery lanternfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,,
Fis-48922,16255,Coryphaenoides,rudis,Rudis rattail,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,,
Fis-48951,16267,Coryphaenoides,microps,,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,,
Fis-48978,16276,Macrouroides,inflaticeps,Inflated whiptail,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,,
Fis-53281,16277,Hymenogadus,gracilis,Slender membranehead,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,,
Fis-49043,16291,Hygophum,taaningi,Tåning’s lanternfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,High,
